,0
0,0.0005431093007467543
1,0.0008825526137134758
2,0.00020366598778003285
3,-3.7007434154171884e-18
4,-0.00013577732518670708
5,-0.00013577732518669597
6,0.0005431093007467543
7,0.00033944331296671774
8,0.0
9,0.00013577732518668117
10,-0.00020366598778006617
11,-0.0019008825526137436
12,0.0027834351663271603
13,0.00013577732518667008
14,0.0
15,6.788866259333688e-05
16,-0.00027155465037339194
17,0.0
18,0.0
19,-0.00047522063815345444
20,-3.7007434154171884e-18
21,6.788866259334428e-05
22,-6.788866259335168e-05
23,6.788866259334428e-05
24,0.0
25,-3.7007434154171884e-18
26,0.0021724372029870245
27,-7.401486830834377e-18
28,0.00020366598778003285
29,6.788866259334428e-05
30,0.0
31,0.0
32,-0.00013577732518669968
33,-0.003122878479293989
34,0.0
35,-0.00013577732518669597
36,-0.0011541072640869233
37,0.0023761031907670723
38,-6.788866259334798e-05
39,-6.788866259334798e-05
40,-6.788866259334798e-05
41,0.0
42,0.00013577732518668857
43,0.0
44,0.0
45,6.788866259334428e-05
46,0.0019008825526136512
47,0.0012219959266801972
48,0.0018329938900202994
49,-0.00020366598778005137
50,0.0
51,6.788866259334428e-05
52,0.0006788866259334392
53,0.00027155465037336977
54,0.00013577732518668488
55,6.788866259334428e-05
56,0.0
57,0.0
58,0.00013577732518668488
59,0.0
60,6.788866259334428e-05
61,6.788866259334428e-05
62,6.788866259334428e-05
63,0.0014935505770535817
64,0.00027155465037337345
65,-0.0004752206381534359
66,-6.788866259334798e-05
67,-6.788866259335538e-05
68,-0.00033944331296673996
69,0.0016293279022402778
70,0.0
71,0.0026476578411404753
72,-1.1102230246251566e-17
73,0.00033944331296672516
74,-6.788866259334798e-05
75,0.0
76,0.0
77,0.000543109300746758
78,6.788866259334428e-05
79,-6.788866259334798e-05
80,0.008486082824168347
81,0.00040733197556005833
82,-0.000339443312966751
83,6.788866259333688e-05
84,-0.00013577732518669597
85,-0.00020366598778005137
86,-0.00027155465037340674
87,6.788866259334428e-05
88,-6.788866259335168e-05
89,0.0
90,0.00203665987780034
91,0.0004752206381534063
92,-0.00027155465037339194
93,-6.78886625933628e-05
94,0.0
95,0.0021045485403936876
96,-0.00020366598778004768
97,-0.0019008825526137473
98,-0.00033944331296674734
99,-0.00020366598778007357
100,0.0019008825526136512
101,-0.00033944331296674365
102,0.00013577732518668488
103,6.788866259334058e-05
104,0.00013577732518668857
105,-0.0006109979633401468
106,-0.0005431093007467876
107,0.0
108,-0.00020366598778004768
109,0.00020366598778002545
110,0.000543109300746758
111,-0.00020366598778004768
112,0.001832993890020318
113,6.788866259334428e-05
114,0.00027155465037337714
115,-3.7007434154171884e-18
116,-7.401486830834377e-18
117,0.0032586558044806037
118,0.00020366598778003285
119,-0.0043448744059742415
120,-6.788866259335168e-05
121,0.00013577732518668857
122,0.005702647657841117
123,0.00013577732518668488
124,0.0
125,-7.401486830834377e-18
126,0.0
127,-6.788866259334798e-05
128,0.0010183299389001643
129,-0.00020366598778004768
130,0.002579769178547131
131,0.0
132,-3.7007434154171884e-18
133,-0.00020366598778005137
134,-0.00013577732518669968
135,-0.0020366598778004397
136,6.788866259334428e-05
137,0.0
138,-0.002104548540393788
139,0.00013577732518668488
140,0.0021045485403936876
141,0.0
142,-0.0006109979633401356
143,-0.0004073319755600916
144,6.788866259334428e-05
145,-6.788866259335168e-05
146,0.0
147,0.002715546503733831
148,6.788866259334428e-05
149,-0.00033944331296674365
150,0.0
151,-3.7007434154171884e-18
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,-0.0009504412763068793
158,-6.788866259334798e-05
159,-6.788866259334798e-05
160,-0.00033944331296673996
161,0.00020366598778003657
162,0.0
163,-0.00013577732518669968
164,0.0
165,0.00040733197556006945
166,0.0
167,-6.788866259334798e-05
168,0.0
169,0.0
170,-0.0002715546503733957
171,0.0
172,0.0
173,0.0
174,-0.00040733197556009905
175,0.00013577732518668488
176,-0.00033944331296676213
177,-6.788866259335168e-05
178,0.002647657841140479
179,0.0019687712152069844
180,-0.0014256619144603115
181,-0.000950441276306883
182,0.003394433129667311
183,0.0006109979633401023
184,-0.00020366598778004768
185,0.00020366598778003285
186,-7.401486830834377e-18
187,-0.00013577732518669597
188,0.0
189,0.0
190,-0.00013577732518669597
191,-3.7007434154171884e-18
192,0.0027155465037338494
193,-3.7007434154171884e-18
194,0.004548540393754208
195,-0.00013577732518669968
196,-0.00020366598778004768
197,0.00013577732518668857
198,-6.788866259335538e-05
199,-0.00020366598778004397
200,6.788866259334058e-05
201,0.0
202,-0.0016293279022403554
203,-0.0012898845892736117
204,6.788866259334058e-05
205,0.0
206,-6.788866259334798e-05
207,-0.00013577732518669968
208,-6.788866259335168e-05
209,-0.001154107264086927
210,0.0
211,-0.0005431093007467914
212,-0.000746775288526839
213,0.0
214,0.0
215,-6.788866259334798e-05
216,6.788866259334058e-05
217,-0.0005431093007467839
218,6.788866259334428e-05
219,-0.00013577732518669968
220,-0.0018329938900203957
221,0.0
222,0.002647657841140479
223,-7.401486830834377e-18
224,6.788866259334428e-05
225,6.788866259334428e-05
226,-0.0012898845892736304
227,0.00013577732518667008
228,-0.00047522063815344333
229,0.0029871011541072116
230,-6.788866259335168e-05
231,-0.00027155465037340674
232,-6.788866259334798e-05
233,0.0034623217922606403
234,0.0
235,0.0
236,-0.00013577732518669968
237,0.00020366598778002545
238,0.0
239,0.0
240,0.0
241,0.00027155465037337345
242,6.788866259334428e-05
243,-0.0019687712152070915
244,0.00020366598778003285
245,-0.0020366598778004397
246,-0.00027155465037339194
247,-6.788866259335168e-05
248,-6.788866259334798e-05
249,6.788866259334428e-05
250,-0.0006788866259334947
251,0.0
252,-0.00013577732518669597
253,0.0007467752885267835
254,6.788866259334428e-05
255,0.0
256,-0.00020366598778004768
257,-6.78886625933628e-05
258,-0.00033944331296673996
259,-0.0008146639511201832
260,0.0
261,6.788866259334428e-05
262,-0.00013577732518669597
263,-0.00020366598778004397
264,-0.0006109979633401541
265,0.0
266,-0.00027155465037339194
267,6.788866259334428e-05
268,-0.0010183299389002235
269,0.0
270,-6.788866259334798e-05
271,0.0
272,-3.7007434154171884e-18
273,0.0
274,0.0
275,-0.00013577732518669597
276,-0.00013577732518669597
277,0.0003394433129667214
278,-0.00020366598778004768
279,-0.0004073319755601064
280,-0.00040733197556008793
281,-0.0004073319755600916
282,0.00020366598778003285
283,0.0
284,-0.00027155465037339936
285,-0.00013577732518671448
286,-0.00047522063815343964
287,0.0
288,0.0019008825526136697
289,0.004073319755600776
290,-3.7007434154171884e-18
291,0.0
292,0.0
293,-6.788866259334798e-05
294,-0.00733197556008148
295,0.001357773251866893
296,-0.00013577732518669968
297,6.788866259334428e-05
298,0.0003394433129667214
299,6.788866259334058e-05
300,0.0
301,-0.0016293279022403554
302,6.788866259334058e-05
303,0.0031228784792939075
304,-0.0006109979633401356
305,-7.401486830834377e-18
306,-6.788866259334798e-05
307,0.0
308,-6.788866259334798e-05
309,-6.788866259334798e-05
310,-0.0007467752885268353
311,0.0
312,0.00013577732518668857
313,0.0
314,0.0
315,-0.00013577732518669597
316,-3.7007434154171884e-18
317,-0.00013577732518671448
318,-0.00020366598778004397
319,-0.0006788866259334873
320,0.0021045485403936768
321,0.0003394433129667214
322,-7.401486830834377e-18
323,0.0
324,-0.00047522063815344333
325,0.00013577732518668857
326,0.0
327,-6.788866259334798e-05
328,-0.0008825526137135239
329,0.0
330,0.00027155465037337714
331,0.0
332,0.0
333,-0.00020366598778004768
334,0.0
335,6.788866259334428e-05
336,-0.00020366598778005508
337,0.0
338,-0.00020366598778005508
339,0.0
340,-0.00020366598778004397
341,-0.00013577732518669968
342,-0.00020366598778004397
343,0.0023761031907670797
344,-3.7007434154171884e-18
345,0.00203665987780034
346,0.0
347,-3.7007434154171884e-18
348,6.788866259334428e-05
349,6.788866259334428e-05
350,6.788866259334428e-05
351,0.0
352,6.788866259334428e-05
353,0.0
354,0.0
355,-6.788866259334798e-05
356,0.0
357,-6.788866259334798e-05
358,0.00013577732518668857
359,-0.00013577732518669597
360,0.0
361,-0.00033944331296674734
362,-0.0009504412763068867
363,-0.000135777325186733
364,0.0012219959266801899
365,0.000746775288526765
366,0.0
367,-3.7007434154171884e-18
368,6.788866259334428e-05
369,0.0
370,-0.00033944331296673996
371,6.788866259334428e-05
372,0.0
373,0.0
374,0.0
375,-0.0008825526137135239
376,0.00027155465037337714
377,-0.0012898845892736267
378,0.0033944331296672956
379,0.0
380,-0.0021724372029871355
381,0.0
382,0.0
383,-3.7007434154171884e-18
384,-6.788866259335538e-05
385,0.0
386,-3.7007434154171884e-18
387,-6.788866259334798e-05
388,0.00020366598778003285
389,-0.0003394433129667659
390,6.788866259333688e-05
391,-0.00020366598778005508
392,0.0
393,-6.78886625933591e-05
394,-6.788866259335168e-05
395,6.788866259334428e-05
396,-6.788866259335168e-05
397,-0.0020366598778004397
398,-0.00013577732518669597
399,-1.4802973661668754e-17
400,-7.401486830834377e-18
401,-0.0025797691785472126
402,0.0
403,0.0004752206381534063
404,-0.00013577732518670708
405,0.0
406,-0.00013577732518670337
407,-0.00013577732518669968
408,-0.00020366598778005508
409,0.00013577732518668488
410,-6.788866259334798e-05
411,0.0
412,-6.78886625933591e-05
413,0.00013577732518668857
414,0.00013577732518668117
415,0.0
416,-4.810966440042345e-17
417,-0.0012219959266802601
418,0.00020366598778003657
