,0
0,0.00013577732518669597
1,0.0009504412763068977
2,-6.788866259334428e-05
3,-6.788866259334428e-05
4,0.0006109979633401468
5,0.0
6,0.0
7,-0.00190088255261364
8,0.0
9,0.00020366598778004397
10,-0.00047522063815341
11,-0.0004073319755600657
12,0.00013577732518669597
13,-0.0010862186014935196
14,0.0
15,-0.00013577732518668857
16,0.0
17,-6.788866259334428e-05
18,0.0
19,-0.00020366598778003285
20,0.0
21,0.0
22,-6.788866259334428e-05
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,-0.00013577732518668857
33,-0.0012898845892735525
34,-6.788866259334428e-05
35,-6.788866259334428e-05
36,-0.0023761031907670984
37,6.788866259334798e-05
38,0.0
39,0.0
40,0.0
41,0.0
42,-0.00013577732518668857
43,0.0
44,0.0
45,-6.788866259334428e-05
46,0.0014935505770536557
47,-6.788866259334428e-05
48,0.0
49,-6.788866259334428e-05
50,0.0
51,0.0
52,0.00020366598778004768
53,0.0
54,6.788866259334798e-05
55,6.788866259334798e-05
56,0.0
57,0.0
58,0.00040733197556008793
59,0.0
60,0.0
61,0.0
62,0.00013577732518669597
63,-0.00020366598778003285
64,-0.0016293279022402888
65,-0.00013577732518668857
66,0.0
67,-6.788866259334428e-05
68,0.0
69,-0.0009504412763068275
70,0.0
71,0.00027155465037339936
72,-6.788866259334428e-05
73,0.00040733197556008793
74,0.0
75,-6.788866259334428e-05
76,-6.788866259334428e-05
77,-0.0016293279022402628
78,0.0
79,6.788866259334798e-05
80,0.007399864222674849
81,0.0
82,-6.788866259334428e-05
83,0.0
84,0.0
85,-0.00020366598778003285
86,-0.00047522063815341
87,0.0
88,0.0
89,0.0
90,-0.0008825526137134684
91,0.0
92,-0.00013577732518669228
93,-0.00013577732518668857
94,0.0
95,0.0
96,-6.788866259334428e-05
97,-0.00190088255261364
98,0.0
99,0.0
100,0.00013577732518669597
101,-6.788866259334428e-05
102,-0.00040733197556006945
103,6.788866259334798e-05
104,0.0
105,0.0
106,0.0016293279022403517
107,0.0
108,0.0
109,0.0
110,-0.0014256619144602265
111,-6.788866259334428e-05
112,0.0010862186014935827
113,0.0
114,-0.00013577732518668857
115,0.0
116,0.00033944331296673996
117,0.0006109979633401541
118,-0.0004073319755600657
119,-0.004955872369314303
120,0.0
121,0.001018329938900231
122,0.0008825526137135313
123,0.0
124,0.0
125,-0.0003394433129667214
126,0.0
127,0.0
128,-0.0004073319755600472
129,-6.788866259334428e-05
130,-0.0005431093007467618
131,0.0
132,0.0
133,-0.00020366598778003657
134,0.00013577732518669597
135,-0.0003394433129667214
136,-6.788866259334428e-05
137,0.0
138,-0.0008825526137134794
139,-0.000543109300746758
140,-0.002579769178547127
141,0.0
142,0.0
143,-0.00013577732518668857
144,0.00020366598778004397
145,0.00013577732518669597
146,0.0
147,0.0019008825526137436
148,0.0
149,0.0
150,0.0
151,-0.00013577732518668857
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,-0.0016293279022402852
158,0.0
159,0.0
160,-0.0002715546503733809
161,0.0
162,0.0
163,-6.788866259334428e-05
164,0.0
165,6.788866259334798e-05
166,0.0
167,6.788866259334798e-05
168,0.0
169,0.0
170,0.0
171,0.0
172,-6.788866259334428e-05
173,0.0
174,0.0
175,0.00033944331296675476
176,-0.00013577732518668857
177,0.0
178,0.0005431093007467876
179,0.0
180,-0.0009504412763068275
181,-6.788866259334428e-05
182,-0.001968771215207018
183,0.00013577732518669597
184,0.0
185,0.00013577732518669597
186,0.00013577732518669597
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.007399864222674853
193,-6.788866259334428e-05
194,0.00013577732518669597
195,0.0
196,-0.00020366598778003285
197,-0.0011541072640868454
198,0.0
